business_type,city,city_tier,store_size_sqft,years_of_operation,month,year,is_festival_season,avg_daily_footfall,conversion_rate,avg_transaction_value,customer_rating,marketing_spend,discount_percentage,inventory_level,supplier_cost,logistics_cost,rent_cost,employee_count,avg_employee_salary,electricity_cost,monthly_sales,monthly_profit
Pharmacy,Delhi,3,4724,10,1,2018,1,461,0.5017225417317874,3502,3.2628706331370068,27274,9.969143003437466,683,114622,30711,17903,27,22001,25226,24360666.878031474,23578177.878031474
Electronics,Bangalore,1,4237,2,7,2020,1,169,0.17045219606465395,2742,4.110184356987711,168518,25.543764795133956,2431,69344,6535,131462,39,46773,28033,2487023.4025590555,427502.4025590555
Food,Delhi,3,831,2,6,2020,0,922,0.45245995575860104,322,4.002513024651252,130422,27.032565751206338,976,118031,20243,145884,31,42354,4989,4082012.4451630954,2479891.4451630954
Pharmacy,Bangalore,3,1572,24,4,2019,1,30,0.436255916068938,263,3.5151800615183673,94278,38.112314466888606,2724,112375,23651,74109,32,21814,19905,190972.97533351762,-737115.0246664823
Retail,Kolkata,3,1615,1,11,2018,1,458,0.587500527528949,3344,4.42742164506779,103029,20.395328705850417,1667,187969,47794,37349,23,31973,3730,27084839.838140506,26072618.838140506
Retail,Chennai,3,1393,22,5,2020,1,349,0.5484037518815473,1127,4.775075258060231,182825,31.21700983004129,4845,54352,22328,103896,33,40768,23082,6594124.267039175,5045122.267039175
Retail,Delhi,1,2878,13,11,2022,0,936,0.0760953106914882,909,2.626152893782624,83941,16.49830513746671,1698,38680,30828,14980,34,29460,23597,1975887.8987132427,866162.8987132427
Retail,Mumbai,1,2147,21,10,2022,1,753,0.13753925765666625,2996,4.811417700215932,136230,5.772053523964296,2551,128098,32665,119043,13,13141,6729,9413099.444070416,8955731.444070416
Electronics,Bangalore,3,3954,8,1,2024,1,525,0.36501450822431214,2248,4.089879408017416,114104,9.522305535345335,642,25491,37486,66727,22,17190,25293,13019345.278189994,12486168.278189994
Retail,Kolkata,1,3585,20,3,2021,0,151,0.19837604139091108,908,4.182368590937475,140210,2.586827288025315,2378,107179,50964,43348,40,49258,25236,872052.2684907512,-1324994.7315092487
Pharmacy,Hyderabad,2,1529,15,3,2023,1,399,0.16835702431498717,1585,3.1140208776553706,40545,15.252385236775012,1387,157009,55487,19922,8,32202,24034,3260363.2259648787,2746295.2259648787
Service,Mumbai,2,3042,3,6,2021,1,477,0.40637415466424076,2303,2.547133229213509,139656,12.857500482328138,4266,191393,55428,141851,6,32350,16634,13498300.594923893,12898894.594923893
Retail,Chennai,1,313,23,4,2019,0,151,0.458862495122427,425,3.0554272835757734,177926,27.151774222225534,4452,21306,6322,14965,47,13062,10525,954595.4187344527,287563.4187344527
Electronics,Kolkata,2,1749,7,4,2024,1,34,0.3489738891720043,3695,4.89623604053477,171444,39.79719724845148,2074,125904,16819,104654,29,47193,18587,1433825.290900367,-200735.70909963292
Electronics,Bangalore,1,1143,7,4,2021,0,919,0.15545117071661005,2519,3.5557948208175256,129316,15.21115370698876,581,148431,36023,97489,35,17785,19345,10847628.32839883,9923865.32839883
Retail,Kolkata,2,4771,2,4,2019,0,910,0.5051068316781472,4873,3.89143178173093,143907,8.380543936485566,1176,41321,10132,63579,18,41039,22469,67253389.42795578,66377186.42795578
Service,Hyderabad,3,2729,11,4,2021,1,702,0.5204603951947999,1550,3.986410771573855,177396,26.011714221683828,1761,77210,25939,69550,49,34788,14761,17110347.080343854,15218275.080343854
Retail,Kolkata,1,4769,17,12,2024,1,858,0.3458453027036209,1199,3.354498644791316,23603,24.87016513834359,176,91808,17670,100308,38,12145,17922,10733008.851817852,10043790.851817852
Electronics,Kolkata,1,3461,8,2,2022,1,750,0.3482923208489243,4974,3.060547875384808,138361,19.977528670171125,4209,100016,46846,93278,47,12715,13364,39084479.48780736,38233370.48780736
Food,Chennai,1,4289,14,12,2024,1,771,0.3999500998724082,1455,4.147012228717789,121377,24.619821512412038,3932,187332,49473,37964,2,14379,22563,13558531.453621008,13232441.453621008
Pharmacy,Mumbai,2,2098,10,12,2021,1,932,0.1375431642007814,4356,4.191134378837397,82453,20.973204420094767,247,162535,48965,143468,26,15847,5926,16834880.33031056,16061964.33031056
Electronics,Kolkata,3,4347,5,11,2023,1,869,0.41972208426583085,2489,3.7675730690496487,113891,35.19036731958057,3889,24484,17080,134773,46,28058,7308,27330579.53992061,25856266.53992061
Retail,Delhi,3,758,24,10,2021,1,752,0.1976207711865693,2905,3.875358899247208,139111,9.413077162657864,1905,173498,36819,87111,36,11364,3028,13057077.357099954,12347517.357099954
Pharmacy,Kolkata,2,2108,16,5,2020,0,773,0.3823278560936475,876,4.105300758181725,23824,10.29887646814625,818,113866,27447,133330,36,45322,15619,7776305.892943036,5854451.892943036
Retail,Kolkata,2,4812,14,2,2019,1,976,0.09542916695580206,797,3.3201521856117977,99955,20.519871390642187,2575,118438,51433,75646,39,27601,7913,2316932.30874731,987063.3087473102
Retail,Chennai,3,4858,23,7,2022,0,302,0.17240292591558723,2109,3.246002993027246,120410,23.56667645069389,675,107503,37263,133685,9,32821,23606,3342359.8030491197,2744913.8030491197
Food,Chennai,1,3571,18,2,2023,1,452,0.46783130690044616,977,4.588595518899373,145065,37.616222253847724,4954,59125,32543,124824,46,38415,7590,6305911.293573939,4314739.293573939
Pharmacy,Chennai,2,1200,21,6,2023,1,621,0.3631845312434469,2023,3.047315111663235,55161,8.74846395710492,2066,54138,48554,105777,48,42693,14770,13759940.973923339,11487437.973923339
Pharmacy,Hyderabad,2,4837,24,8,2018,0,64,0.3862499930820531,2729,3.0937673801671286,198338,14.00675209747821,3391,187401,54807,93973,37,28898,15165,2103161.563752172,682589.563752172
Food,Chennai,3,541,5,4,2022,0,539,0.1366892035173106,1706,3.1562377771780836,100944,12.198430859293055,2531,29299,11951,42605,2,44281,2638,3811088.702012601,3636033.702012601
Electronics,Kolkata,2,3812,14,1,2019,1,857,0.1288388886914226,4882,2.5267705620969165,18320,7.345642993168968,4585,43889,15525,64919,14,17659,19942,16228698.297548112,15837197.297548112
Retail,Kolkata,2,2191,2,11,2022,1,826,0.11015787386750395,1969,3.191070129260554,35875,24.353800354427705,3573,131662,34184,50133,3,34625,12857,5439153.153325957,5106442.153325957
Service,Bangalore,3,2647,23,2,2018,1,808,0.0830241504746586,4939,4.25561878602652,58649,28.04942637356693,1401,126594,56354,128633,31,39868,25078,10013223.807670774,8440656.807670774
Retail,Chennai,3,2647,12,4,2020,0,557,0.23260694609808658,3485,2.8566085038369193,39295,26.538232876408195,1875,97178,55548,91975,8,43839,5018,13561432.31150711,12961001.31150711
Retail,Bangalore,2,3747,21,10,2018,0,151,0.11979712076678523,4806,2.6170322243910626,34128,9.189202584307852,4139,26923,25742,94811,13,41689,23013,2621775.879695419,1909329.8796954192
Electronics,Mumbai,1,4990,6,3,2022,0,549,0.17148480936280763,2697,3.3213062296252573,60897,13.399144210704996,975,82563,24144,136797,42,16724,11520,7641643.723124077,6684211.723124077
Retail,Chennai,2,3154,15,4,2018,0,511,0.12228773600031392,3856,4.305128754362575,141697,29.923879127561015,2622,86657,57955,111979,45,9141,2888,7285410.148563836,6614586.148563836
Food,Hyderabad,1,1864,14,7,2021,0,501,0.5601277907065461,1241,2.6452370655996775,196495,23.236018826577393,4007,112921,42002,54208,46,24522,6932,10526230.38165036,9182155.38165036
Food,Hyderabad,3,1486,6,5,2020,1,926,0.08810266231211415,4998,4.444894125509549,142034,34.12418750611095,4450,118731,14756,100593,40,41077,18051,12339378.411234595,10444167.411234595
Pharmacy,Mumbai,3,3847,24,1,2024,1,478,0.4542915298319749,3960,4.562915288276038,128150,26.605030388770036,1577,94211,42468,107848,9,45812,10592,25898840.529650457,25231413.529650457
Service,Hyderabad,3,2661,9,4,2021,0,883,0.5633854303551604,4005,4.515753014114884,156078,19.598053921415097,4053,198642,22630,29851,11,39294,8476,59833371.80068334,59141538.80068334
Retail,Delhi,3,458,22,11,2020,1,949,0.5462396199855596,1186,4.382012982918093,62855,23.702246502579193,2211,48826,34575,109589,44,32362,3651,18519152.189452812,16898583.189452812
Retail,Kolkata,1,3660,9,5,2022,1,134,0.35852374392724945,3230,4.033333183856484,88209,16.694634093928524,3193,29655,50575,60605,31,20685,26081,4740571.005397763,3932420.005397763
Electronics,Kolkata,2,4407,13,1,2021,1,231,0.3076160737376623,4792,3.6682972068177273,176743,28.839973916363675,2440,46883,26996,59080,25,34184,14255,10336184.041681582,9334370.041681582
Food,Bangalore,3,4768,18,2,2023,1,635,0.45906427754873913,4835,4.5550389831358755,84464,38.9591492231179,4230,26350,58129,93838,40,48092,8042,42366704.24611233,40256665.24611233
Service,Kolkata,3,492,23,9,2020,1,620,0.29773933746900033,3776,3.7449417003659997,12711,22.005186061596294,819,54380,16079,74117,26,8190,22626,20966389.932062782,20586247.932062782
Pharmacy,Mumbai,3,4459,5,7,2023,1,816,0.07630990134561025,4404,2.9472029092598566,14080,34.132655040397935,3497,145277,6360,58368,44,47239,20427,8282596.359278133,5973648.359278133
Food,Kolkata,3,1642,8,6,2023,1,253,0.15792043526937244,2139,4.1810525939697705,38716,4.6470981916524945,408,96078,8582,63354,38,16347,15564,2629326.245802614,1824562.245802614
Pharmacy,Chennai,1,4190,19,8,2022,1,934,0.45927449273766197,784,4.0069051665062645,186891,27.19116692843611,119,97465,54745,97925,39,40285,28772,10213951.488623282,8363929.488623282
Electronics,Delhi,1,2340,9,10,2024,1,521,0.38773944248947445,2176,2.680816225341825,12530,9.131587689640996,1005,153659,9703,30791,8,27895,11235,13242371.649776418,12813823.649776418
Electronics,Bangalore,2,4099,24,6,2022,0,537,0.5674397045528917,2873,4.272579471161011,157533,29.82406198404629,2062,165697,25943,111831,6,21994,3594,26326409.508717176,25887380.508717176
Retail,Bangalore,1,1235,11,11,2018,0,72,0.07062514574291276,2729,3.736242325797588,12046,27.743834640513285,3725,197762,18966,101827,9,9476,6084,421128.2091020033,11205.209102003311
Service,Bangalore,2,4229,22,12,2024,0,497,0.38224000334671143,1108,3.1259738903167023,110182,0.9039018908165852,4565,46591,12375,110692,45,24539,27081,6358784.68248861,5057790.68248861
Pharmacy,Chennai,3,4778,9,10,2022,0,430,0.1256776999935183,397,3.5721722322842595,41822,7.941078292293846,3279,121091,13826,37559,19,18772,15214,660362.0049768053,116004.0049768053
Food,Kolkata,3,4075,20,9,2018,0,702,0.17424458022727743,4382,3.2225371571895027,120043,9.144635700762471,4240,173397,41874,44884,3,45116,22844,16128164.346707879,15709817.346707879
Electronics,Chennai,2,1956,2,1,2023,0,590,0.24025986577959263,1870,4.879268049994815,196070,27.384854837881527,1558,166327,54158,37343,43,46727,2480,8030789.297438737,5761220.297438737
Retail,Mumbai,3,3848,24,10,2024,1,363,0.34741720980715074,3908,2.9802597764171566,65736,9.970170893362917,3976,166428,46068,145165,24,21059,21549,14861717.7050379,13977091.7050379
Retail,Hyderabad,2,3496,12,10,2024,0,297,0.5140887804254232,469,3.1862655410601226,65782,0.8786709315855612,2003,199634,38628,58165,6,17452,29224,2174581.854753954,1744218.8547539539
Pharmacy,Kolkata,1,768,21,11,2022,1,544,0.4408600114533805,1643,4.897312151996232,133789,18.14594417394961,4068,168972,35996,38054,38,19029,16671,11924630.140708195,10941835.140708195
Electronics,Chennai,2,643,7,7,2020,0,655,0.4496713591528313,4041,4.341510233133196,120815,34.755766147742065,3469,43704,21820,114785,3,27437,24712,35754772.559914015,35467440.559914015
Service,Mumbai,1,2045,2,10,2024,1,716,0.2230794350620769,4972,3.2743904261268875,21588,31.981135989763438,4142,175389,30410,38849,15,42330,17549,23883197.630243324,22986050.630243324
Electronics,Mumbai,3,2501,3,4,2019,1,530,0.37871070949165,1698,4.525788948613773,85206,19.992684771952206,117,156633,23044,144914,22,38544,27694,10308589.876997465,9108336.876997465
Pharmacy,Chennai,1,2346,16,11,2023,1,837,0.3251530814192239,816,4.444783194711379,181859,32.07270298777216,4669,185274,5426,37011,38,18852,15469,6785052.2015403565,5825496.2015403565
Pharmacy,Chennai,1,3417,20,5,2022,1,184,0.16680765398732,2894,4.475694254408598,9379,10.803503451278033,1763,79517,41076,52117,3,25646,12197,2718483.855528959,2456638.855528959
Electronics,Delhi,2,1717,17,4,2018,1,299,0.45965995982309543,4392,4.701993128281547,5482,29.24800415167998,4047,183809,28678,110778,49,35470,16630,18161066.89558103,16083141.89558103
Pharmacy,Chennai,3,3011,14,9,2019,0,457,0.46301724491336466,372,2.937283313588021,160807,0.36679994465968146,1795,108819,31174,11436,12,32592,9382,2425766.311127549,1873851.311127549
Electronics,Bangalore,2,2649,15,12,2020,1,276,0.4338657284093754,2942,2.715993653500863,46817,17.115875959645557,759,97989,48410,87859,47,40321,3832,10637591.816277567,8504414.816277567
Food,Kolkata,2,1672,12,4,2018,0,83,0.5052143460601992,445,2.992008899073898,105123,15.550170302736493,2510,27518,34615,101125,21,8245,26223,601851.9561520037,239225.95615200372
Electronics,Mumbai,3,4871,24,2,2023,1,622,0.2642948021853786,1848,3.4761544103178306,74247,36.2530767077201,2084,141711,26397,143101,11,30751,9410,9193556.184223896,8534676.184223896
Electronics,Bangalore,1,2806,18,9,2023,1,77,0.3949175924197847,951,3.752641438161567,97913,28.576783891463933,2530,165493,9581,31066,30,30986,13294,956724.1162037072,-192289.88379629282
Pharmacy,Hyderabad,3,4086,20,4,2024,1,654,0.3958090024425954,3069,3.200120976999911,13167,11.266612073091453,3260,182919,53796,77403,15,22570,18987,23888422.995097905,23216767.995097905
Pharmacy,Bangalore,3,2241,6,1,2020,0,783,0.24723852257199597,1477,2.541457463339902,53385,10.601083099359393,1710,181894,32575,66716,42,36760,28621,8599227.786234306,6745501.786234306
Retail,Mumbai,1,2968,10,6,2023,0,113,0.2614563278739776,499,4.794909261866666,32892,3.184239047933448,1602,80557,18650,114832,34,26553,2880,455438.93879489927,-664282.0612051007
Retail,Hyderabad,3,1015,2,5,2024,0,588,0.5687911854735682,3944,3.633305052532366,169576,24.74110374168356,2882,139980,41009,84193,44,21380,22661,39639861.76235676,38411298.76235676
Food,Kolkata,2,3995,2,5,2023,0,327,0.4205422810214494,2697,2.9644220416994456,172243,35.49891659350619,1159,75643,32347,133218,2,13710,4466,11195424.038084669,10922330.038084669
Retail,Delhi,2,482,7,7,2018,1,224,0.07968978715278903,2540,2.5799392977946827,20861,29.20734354875407,3521,162072,27360,100343,17,17535,9179,1418553.4389535254,821504.4389535254
Electronics,Delhi,1,3747,11,9,2020,0,987,0.3660474827996049,409,2.5436918230939307,9576,24.137402053100047,1471,87353,52390,28347,31,11257,6014,4436844.779969788,3913773.779969788
Pharmacy,Hyderabad,2,3342,10,11,2022,0,231,0.14418577107692654,4625,3.6513130248446393,49197,2.061183604921286,438,199869,5701,108612,32,49542,16093,4641012.995229342,2725393.995229342
Retail,Bangalore,2,4086,9,5,2024,0,670,0.2486699026981931,4481,3.025365561614248,15872,23.630254436913063,1914,51539,46440,112120,28,30825,17532,22403574.463211127,21312843.463211127
Retail,Bangalore,2,477,9,11,2024,1,606,0.35441643283824487,784,4.10359756295529,153684,13.998879648245515,1501,174838,10423,37094,23,28464,19840,5163013.547215444,4266146.547215444
Food,Chennai,2,1022,23,12,2021,1,340,0.15328957916901187,589,2.6143832625785226,171483,15.156905438551975,308,78037,43254,129639,33,32082,9326,1039526.3337315895,-279435.6662684105
Food,Delhi,1,4977,8,10,2023,0,149,0.5200275249836867,4764,2.9780939624464526,140255,14.834354103389433,3836,67579,50351,134849,15,35113,27102,11130129.746729605,10323553.746729605
Electronics,Delhi,1,894,24,2,2020,1,337,0.456356784873855,3410,4.521000220972053,5274,18.819711037153724,4344,44776,54498,82017,27,39790,14282,15785055.394204639,14515152.394204639
Pharmacy,Kolkata,1,3822,9,8,2020,0,459,0.2301900904256709,3205,2.9714836355213783,104690,32.766511100407556,1549,25568,11322,114042,44,19603,27909,10200820.732242571,9159447.732242571
Food,Chennai,1,4788,8,4,2022,0,836,0.20541537534778537,3271,3.8501504268177955,151582,17.82940255837908,2960,60836,47005,98223,26,47650,4636,16912228.21448616,15462628.21448616
Retail,Mumbai,2,3407,22,3,2024,1,573,0.34084359664288827,912,4.509924283418882,36440,18.268293032038198,1730,29230,47381,40221,12,41445,29638,5408076.500777619,4764266.500777619
Pharmacy,Mumbai,2,4337,2,9,2023,1,116,0.47632463492881316,3420,3.5603300899888435,149592,34.72868886743201,4121,146244,12502,34297,5,16245,20454,5778862.0750687625,5484140.0750687625
Pharmacy,Kolkata,3,1026,22,10,2024,1,921,0.06471746506316525,2627,3.435036858568272,119248,30.566980048151233,3767,37521,20458,81922,2,42843,3475,4795152.331319437,4566090.331319437
Retail,Mumbai,1,1353,17,8,2021,1,906,0.08522394798764168,225,4.022023054477883,46100,30.26016992863368,3201,133459,31732,79678,38,11203,26265,589627.0539184228,-107220.94608157722
Food,Delhi,1,1008,23,4,2023,1,498,0.3495647091953903,2947,4.636936533816865,185485,9.040943935177829,2467,135836,7737,143021,31,21798,6660,15514891.938102297,14545899.938102297
Retail,Bangalore,1,621,21,9,2023,0,486,0.4572076345214841,4229,3.5433638338669233,57628,38.33347955893851,636,41700,8695,81258,39,23008,5359,28213934.439585973,27179610.439585973
Pharmacy,Chennai,3,3809,12,12,2018,1,585,0.5904458964460287,4158,2.6963989229341685,187443,1.860996742334704,3154,106890,58620,76089,28,14584,17910,43211526.55676641,42543665.55676641
Service,Mumbai,1,2710,19,11,2020,1,412,0.10193148138426258,546,3.6517504302110932,126373,24.198255965910622,3219,80698,35899,148637,27,29140,29659,788439.918010579,-293233.08198942104
Service,Mumbai,2,3855,12,11,2021,0,204,0.2353511931827587,4863,2.6649020421705742,69911,4.980722803525746,1459,152356,32887,110676,31,35179,15162,7032383.056980264,5630753.056980264
Electronics,Mumbai,2,4779,4,7,2019,1,592,0.5315034746266714,3028,3.1424033174363055,175241,39.2599626742038,2169,100054,57173,71352,39,44444,26591,28702907.575971395,26714421.575971395
Retail,Mumbai,2,4321,9,11,2018,0,686,0.15618844520829964,1743,4.181511349737681,37587,17.732431210436946,382,137743,39572,130161,44,18797,22690,5617661.146760203,4460427.146760203
Retail,Bangalore,3,944,10,4,2022,0,501,0.41760460589276116,1778,3.816525885732327,177550,18.28530263376685,2213,143222,13147,26411,12,35668,3382,11230809.868838262,10616631.868838262
Electronics,Bangalore,1,1407,18,1,2018,0,902,0.2692985490292005,3215,4.796781873458157,37403,5.707113543679037,4902,194933,46845,73672,15,40773,3635,23443369.43858748,22512689.43858748
Electronics,Hyderabad,2,4893,18,3,2024,0,798,0.45383886604721324,4271,3.843677725165079,116743,29.03328681074428,4234,49239,30723,40530,25,21883,10722,46450695.57749029,45772406.57749029
Electronics,Kolkata,1,1574,3,4,2020,1,143,0.05772318871118423,1933,4.649060972888211,175548,19.216270431996826,2050,167251,24134,147579,42,36865,23899,598892.7830107049,-1312300.216989295
